time,New graph 0,New graph 1,New graph 2,New graph 3,New graph 4,New graph 5,New graph 6,New graph 7,New graph 8,New graph 9
1960,0.043068,0.319419,9.738688,0.013419,-0.009301,0.019592,3.227897,3.227897,6.673606,8.672558
1961,-0.029609,0.336467,9.781756,0.007027,0.002418,-0.000649,3.222075,3.222075,6.644637,8.636180
1962,0.061013,0.335569,9.773681,0.019811,-0.009301,0.002547,3.218187,3.218187,6.613311,8.604422
1963,0.034095,0.340056,9.771887,-0.004691,-0.000778,-0.005976,3.209944,3.209944,6.583262,8.568177
1964,0.018842,0.419013,9.745867,0.007027,-0.005039,-0.001714,3.205276,3.205276,6.549088,8.537886
1965,0.007178,0.287118,9.724333,0.007027,0.003483,-0.000649,3.202653,3.202653,6.518476,8.505957
1966,0.016150,0.327494,9.783551,-0.007887,0.014136,0.010004,3.200198,3.200198,6.486851,8.471567
1967,0.008075,0.377740,9.788037,0.001701,0.000287,0.002547,3.197505,3.197505,6.455437,8.442467
1968,-0.029609,0.276351,9.805084,0.004897,0.014136,-0.008106,3.194871,3.194871,6.425470,8.410952
1969,0.008075,0.330186,9.770989,-0.005756,-0.009301,0.004677,3.191970,3.191970,6.390145,8.378066
1970,-0.006281,0.347234,9.717155,-0.007887,0.018397,0.015330,3.191712,3.191712,6.359052,8.345078
1971,0.033198,0.305063,9.775476,-0.000430,-0.014627,-0.010237,3.186661,3.186661,6.325052,8.315720
1972,-0.029609,0.319419,9.791626,-0.014279,-0.009301,-0.003845,3.180567,3.180567,6.291805,8.283607
1973,-0.010767,0.402863,9.762017,0.012354,0.003483,-0.003845,3.176590,3.176590,6.259850,8.254917
1974,0.000000,0.347234,9.759325,0.000635,-0.012497,0.001481,3.172960,3.172960,6.225145,8.223537
1975,-0.061910,0.366076,9.823030,0.001701,-0.006105,-0.004910,3.168017,3.168017,6.193361,8.192424
1976,-0.015253,0.361589,9.775476,-0.006822,0.004548,-0.013433,3.164015,3.164015,6.166830,8.160991
1977,-0.041273,0.091519,9.665114,-0.019605,-0.009301,-0.015563,3.157899,3.157899,6.134593,8.125747
1978,-0.009870,0.352617,9.771887,-0.011083,0.000287,0.000416,3.156896,3.156896,6.104607,8.093649
1979,-0.017048,0.361589,9.812263,0.004897,-0.000778,-0.011302,3.150297,3.150297,6.072075,8.062495
1980,-0.058321,0.447725,9.825721,-0.003626,-0.012497,-0.000649,3.147583,3.147583,6.040538,8.033668
1981,-0.017945,0.330186,9.790729,-0.011083,0.014136,0.002547,3.144096,3.144096,6.008900,8.007295
1982,0.001794,0.335569,9.767401,-0.011083,0.010940,-0.011302,3.140409,3.140409,5.978363,7.974705
1983,0.014356,0.334672,9.855330,-0.005756,-0.001844,0.012134,3.138529,3.138529,5.947907,7.945879
1984,0.157915,0.324802,9.764709,0.019811,0.000287,0.012134,3.134907,3.134907,5.916745,7.917761
1985,0.008972,0.288015,9.895706,0.028333,0.012005,-0.005976,3.128767,3.128767,5.887877,7.891423
1986,-0.024226,0.304166,9.748558,-0.002560,-0.006105,0.010004,3.128811,3.128811,5.855839,7.864197
1987,0.026917,0.299680,9.750353,0.013419,0.003483,-0.000649,3.126749,3.126749,5.824511,7.837892
1988,0.017945,0.402863,9.848152,-0.000430,0.003483,-0.002780,3.123420,3.123420,5.797282,7.808177
1989,-0.009870,0.384021,9.865200,-0.006822,-0.009301,0.000416,3.121474,3.121474,5.767276,7.777442
1990,-0.043068,0.330186,9.803290,0.004897,-0.009301,-0.007041,3.116173,3.116173,5.738625,7.751171
1991,0.071780,0.276351,9.802393,-0.008952,-0.006105,-0.009171,3.110829,3.110829,5.710512,7.720113
1992,0.009870,0.282632,9.751250,0.003831,0.001352,0.007873,3.109211,3.109211,5.684012,7.690647
1993,-0.018842,0.349925,9.773681,0.002766,0.001352,0.001481,3.106579,3.106579,5.657218,7.662500
1994,0.005383,0.417219,9.753942,0.009158,-0.008235,-0.003845,3.101070,3.101070,5.630028,7.633979
1995,0.008075,0.346336,9.772784,-0.015344,0.002418,-0.014498,3.098026,3.098026,5.600811,7.605273
1996,0.011664,0.333775,9.827516,0.012354,0.006679,-0.003845,3.097992,3.097992,5.573388,7.581146
1997,-0.009870,0.371459,9.796112,0.004897,0.001352,-0.003845,3.093157,3.093157,5.543598,7.552072
1998,0.024226,0.357103,9.902884,0.000635,0.007744,-0.007041,3.093405,3.093405,5.515998,7.527344
1999,-0.012561,0.348131,9.724333,-0.005756,-0.010366,-0.003845,3.090091,3.090091,5.488477,7.497722
2000,0.009870,0.337364,9.752148,-0.002560,-0.007170,0.014265,3.088701,3.088701,5.459818,7.468109
2001,-0.006281,0.328391,9.771887,0.002766,-0.013562,0.005743,3.088558,3.088558,5.429729,7.440028
2002,-0.011664,0.382226,9.807776,0.000635,0.018397,-0.003845,3.084872,3.084872,5.406940,7.411745
2003,-0.017048,0.318522,9.801496,0.001701,0.002418,0.005743,3.080431,3.080431,5.382817,7.385134
2004,0.003589,0.345439,9.765606,0.013419,0.003483,0.016396,3.080799,3.080799,5.355082,7.361067
2005,-0.068191,0.270070,9.794317,-0.015344,-0.000778,-0.000649,3.077014,3.077014,5.328766,7.332420
2006,0.001794,0.364281,9.772784,0.004897,0.008809,-0.008106,3.073155,3.073155,5.306528,7.308318
2007,-0.037684,0.372356,9.814057,-0.007887,-0.007170,-0.016629,3.070419,3.070419,5.279798,7.280868
2008,-0.035890,0.331083,9.833797,0.011288,-0.009301,0.004677,3.069132,3.069132,5.255821,7.253972
2009,0.024226,0.391198,9.766503,0.007027,-0.000778,0.006808,3.062872,3.062872,5.228909,7.228182
2010,0.019739,0.378637,9.800598,0.005962,-0.016758,-0.005976,3.063137,3.063137,5.201988,7.200469
2011,0.043068,0.416321,9.765606,-0.017475,0.003483,0.001481,3.060442,3.060442,5.179861,7.174178
2012,-0.004486,0.323008,9.752148,-0.002560,0.007744,0.008939,3.058133,3.058133,5.152337,7.147770
2013,0.017048,0.358000,9.742277,-0.006822,0.006679,0.010004,3.054985,3.054985,5.128479,7.119037
2014,-0.027815,0.380432,9.744969,-0.015344,-0.013562,0.003612,3.048103,3.048103,5.100546,7.094126
2015,-0.002692,0.292502,9.786242,-0.013213,0.006679,-0.017694,3.045350,3.045350,5.078045,7.068188
2016,-0.020637,0.339158,9.753942,0.009158,-0.024215,-0.009171,3.042940,3.042940,5.049488,7.044801
2017,0.043965,0.368767,9.827516,-0.001495,0.006679,-0.002780,3.044415,3.044415,5.023196,7.021755
2018,0.003589,0.322111,9.825721,0.007027,0.018397,-0.007041,3.042498,3.042498,5.000429,6.998475
2019,-0.035890,0.407349,9.779064,0.000635,0.013071,0.000416,3.040393,3.040393,4.976246,6.975132
2020,-0.077163,0.312241,9.781756,0.001701,-0.001844,0.010004,3.041845,3.041845,4.950387,6.948488
2021,0.015253,0.326597,9.731510,0.005962,0.020528,-0.002780,3.036091,3.036091,4.927668,6.924447
2022,-0.010767,0.290707,9.746764,-0.012148,0.001352,-0.004910,3.033344,3.033344,4.902858,6.897718
2023,-0.038582,0.353514,9.818543,-0.006822,-0.016758,0.018526,3.033767,3.033767,4.878035,6.872018
2024,-0.061910,0.362487,9.832899,-0.005756,0.013071,-0.005976,3.031085,3.031085,4.852467,6.849182
2025,0.032301,0.311344,9.755736,-0.006822,-0.005039,-0.000649,3.029825,3.029825,4.830513,6.826395
2026,0.000897,0.321213,9.779962,-0.018540,0.007744,-0.001714,3.028926,3.028926,4.806757,6.803380
2027,-0.040376,0.323905,9.805982,-0.002560,-0.016758,0.015330,3.030851,3.030851,4.781336,6.779396
2028,-0.028712,0.313138,9.808674,-0.001495,-0.002909,-0.011302,3.026167,3.026167,4.755909,6.758338
2029,-0.022431,0.348131,9.760222,0.025137,-0.012497,0.004677,3.026448,3.026448,4.730096,6.735904
2030,-0.042170,0.279940,9.786242,0.011288,-0.002909,-0.004910,3.025696,3.025696,4.704739,6.709668
2031,-0.013459,0.339158,9.812263,0.014484,0.008809,0.015330,3.024672,3.024672,4.683167,6.689576
2032,0.034095,0.354411,9.764709,0.004897,-0.010366,-0.007041,3.022140,3.022140,4.660170,6.668644
2033,0.015253,0.383123,9.811365,0.005962,0.010940,-0.019824,3.018816,3.018816,4.642266,6.648009
2034,0.013459,0.331980,9.786242,0.004897,-0.013562,-0.009171,3.014849,3.014849,4.617100,6.624481
2035,0.061910,0.362487,9.778168,-0.006822,0.001352,-0.005976,3.011859,3.011859,4.592705,6.600200
2036,0.012561,0.333775,9.742277,0.003831,-0.002909,-0.001714,3.007988,3.007988,4.568177,6.578986
2037,-0.034993,0.308652,9.776373,-0.005756,-0.006105,-0.003845,3.006924,3.006924,4.543845,6.554526
2038,0.073574,0.331083,9.846358,0.001701,-0.006105,0.003612,3.004862,3.004862,4.520740,6.533756
2039,-0.065499,0.341850,9.782654,0.000635,0.017332,-0.009171,3.002760,3.002760,4.496670,6.512832
2040,0.006281,0.365178,9.792523,0.002766,-0.001844,-0.008106,2.997074,2.997074,4.477201,6.490532
2041,0.049348,0.369665,9.829310,-0.011083,0.000287,-0.010237,2.993799,2.993799,4.453756,6.467609
2042,-0.067293,0.313138,9.873275,-0.006822,0.017332,-0.002780,2.990922,2.990922,4.431279,6.447377
2043,0.032301,0.351720,9.760222,-0.002560,0.001352,-0.021955,2.988878,2.988878,4.410218,6.425153
2044,0.042170,0.335569,9.767401,-0.020670,0.006679,-0.008106,2.986560,2.986560,4.387732,6.401389
2045,0.051143,0.325700,9.744969,0.001701,0.002418,0.019592,2.985339,2.985339,4.361844,6.383629
2046,0.122025,0.375945,9.841871,-0.008952,-0.009301,-0.008106,2.982751,2.982751,4.341813,6.358813
2047,-0.070882,0.345439,9.791626,-0.004691,0.013071,0.011069,2.983608,2.983608,4.321300,6.339870
2048,-0.007178,0.241359,9.722538,-0.007887,-0.010366,-0.005976,2.980468,2.980468,4.296561,6.318631
2049,0.034095,0.240461,9.796112,0.000635,0.005614,-0.009171,2.978691,2.978691,4.276514,6.296139
2050,0.016150,0.315830,9.830208,-0.006822,0.000287,-0.004910,2.976244,2.976244,4.254827,6.274989
2051,0.019739,0.424397,9.787140,0.008093,-0.014627,0.018526,2.975780,2.975780,4.232912,6.255548
2052,-0.048451,0.360692,9.813160,-0.013213,-0.015692,0.028114,2.972492,2.972492,4.213022,6.233458
2053,-0.017945,0.395685,9.772784,-0.012148,-0.012497,-0.008106,2.969697,2.969697,4.190422,6.213004
2054,0.052040,0.359795,9.798804,-0.000430,-0.003974,0.003612,2.968901,2.968901,4.170072,6.192592
2055,0.065499,0.340056,9.831104,-0.006822,0.005614,0.004677,2.966431,2.966431,4.154411,6.171638
2056,-0.044862,0.326597,9.845461,-0.005756,-0.009301,-0.004910,2.964379,2.964379,4.131169,6.148287
2057,0.008972,0.410041,9.701004,-0.001495,0.006679,0.000416,2.964325,2.964325,4.112286,6.129412
2058,-0.007178,0.368767,9.783551,-0.001495,0.017332,-0.000649,2.962041,2.962041,4.092064,6.108801
2059,0.039479,0.302371,9.733305,0.008093,-0.002909,-0.014498,2.961065,2.961065,4.068580,6.089690
2060,0.054732,0.277248,9.759325,0.008093,-0.003974,0.003612,2.961560,2.961560,4.045147,6.071739
2061,0.034993,0.323905,9.824824,-0.004691,0.012005,0.017461,2.961934,2.961934,4.025751,6.051886
2062,-0.000897,0.350822,9.776373,0.013419,-0.000778,-0.014498,2.958580,2.958580,4.001698,6.033383
2063,0.021534,0.360692,9.753942,0.002766,0.003483,0.006808,2.956163,2.956163,3.980684,6.014371
2064,-0.029609,0.340056,9.782654,-0.007887,0.006679,-0.013433,2.953177,2.953177,3.958592,5.989998
2065,-0.014356,0.296988,9.782654,-0.013213,-0.002909,0.002547,2.954018,2.954018,3.935850,5.972095
2066,-0.034993,0.374151,9.727024,0.009158,-0.008235,0.011069,2.949208,2.949208,3.920377,5.954564
2067,0.034095,0.349028,9.732408,0.001701,-0.009301,0.005743,2.949273,2.949273,3.903368,5.935087
2068,-0.020637,0.332878,9.840975,-0.001495,0.021593,0.001481,2.944752,2.944752,3.885241,5.915884
2069,-0.032301,0.339158,9.762914,-0.005756,0.000287,0.005743,2.943573,2.943573,3.866318,5.895658
2070,0.017945,0.344542,9.805084,0.010223,0.005614,-0.000649,2.942798,2.942798,3.846087,5.878620
2071,-0.044862,0.272762,9.800598,0.001701,-0.001844,-0.014498,2.940255,2.940255,3.826826,5.857977
2072,0.017048,0.389404,9.695621,-0.000430,0.003483,0.019592,2.942773,2.942773,3.808927,5.840837
2073,-0.006281,0.261098,9.828413,0.000635,0.001352,-0.004910,2.937866,2.937866,3.789352,5.821305
2074,0.003589,0.358898,9.769195,0.005962,-0.007170,0.002547,2.935978,2.935978,3.767519,5.801876
2075,0.044862,0.358000,9.718949,-0.002560,0.000287,-0.003845,2.933374,2.933374,3.749180,5.781633
2076,-0.034993,0.402863,9.730614,-0.004691,-0.006105,-0.007041,2.927883,2.927883,3.729777,5.761249
2077,0.043068,0.317624,9.797009,0.017680,0.001352,-0.003845,2.926132,2.926132,3.713572,5.743439
2078,-0.055629,0.339158,9.791626,-0.018540,0.012005,-0.003845,2.922910,2.922910,3.692025,5.723603
2079,0.004486,0.369665,9.770092,0.018746,-0.007170,-0.000649,2.917210,2.917210,3.673541,5.706319
2080,-0.073574,0.394787,9.737791,-0.007887,0.009875,0.002547,2.915589,2.915589,3.658254,5.683337
2081,0.017945,0.323008,9.772784,0.001701,-0.010366,-0.012367,2.913078,2.913078,3.641725,5.667433
2082,-0.005383,0.300577,9.806879,-0.007887,0.025854,-0.021955,2.911284,2.911284,3.626022,5.648873
2083,0.007178,0.331980,9.903782,0.014484,-0.011431,-0.018759,2.911234,2.911234,3.607935,5.634974
2084,-0.005383,0.362487,9.834694,-0.008952,0.009875,0.016396,2.914110,2.914110,3.588239,5.616068
2085,-0.007178,0.349925,9.796112,-0.012148,-0.007170,0.005743,2.908302,2.908302,3.570207,5.596135
2086,-0.000897,0.292502,9.736894,0.008093,-0.002909,0.004677,2.907326,2.907326,3.552412,5.577798
2087,0.065499,0.310447,9.801496,0.015550,-0.008235,0.005743,2.906703,2.906703,3.534177,5.560587
2088,0.042170,0.354411,9.786242,0.004897,0.015201,-0.012367,2.904969,2.904969,3.515995,5.540947
2089,-0.008972,0.340953,9.783551,-0.007887,0.003483,0.006808,2.901260,2.901260,3.494297,5.526281
2090,0.081649,0.351720,9.801496,0.014484,-0.023150,0.013200,2.900841,2.900841,3.474061,5.510876
2091,-0.069985,0.362487,9.761120,-0.015344,0.014136,-0.007041,2.895628,2.895628,3.457613,5.492292
2092,0.003589,0.276351,9.691134,0.012354,-0.019954,0.001481,2.894532,2.894532,3.438699,5.478033
2093,-0.051143,0.264687,9.751250,-0.003626,0.007744,0.004677,2.894218,2.894218,3.420791,5.460846
2094,-0.003589,0.340056,9.823927,0.004897,-0.006105,-0.013433,2.891723,2.891723,3.400908,5.443454
2095,0.034095,0.446828,9.774578,0.001701,0.006679,0.010004,2.891277,2.891277,3.386072,5.428650
2096,0.012561,0.291604,9.821235,0.010223,0.010940,-0.007041,2.891287,2.891287,3.368579,5.412035
2097,-0.042170,0.373254,9.801496,0.000635,0.002418,-0.015563,2.890521,2.890521,3.352126,5.397060
2098,-0.063704,0.307755,9.821235,-0.006822,-0.006105,-0.015563,2.890997,2.890997,3.335731,5.379615
2099,0.023328,0.347234,9.804188,0.011288,0.001352,-0.024086,2.887675,2.887675,3.321455,5.362941
2100,-0.005383,0.296091,9.791626,-0.010018,0.006679,-0.020890,2.884728,2.884728,3.307341,5.344708
2101,-0.023328,0.410938,9.751250,-0.012148,-0.003974,-0.010237,2.884662,2.884662,3.289983,5.326774
2102,0.007178,0.321213,9.814955,0.002766,-0.000778,-0.012367,2.882456,2.882456,3.273476,5.308371
2103,0.034095,0.330186,9.743175,-0.008952,0.001352,-0.016629,2.880577,2.880577,3.256480,5.289649
2104,-0.013459,0.399274,9.726127,0.014484,-0.013562,0.002547,2.879668,2.879668,3.240117,5.275149
2105,-0.069985,0.392096,9.787140,-0.002560,0.001352,0.005743,2.875798,2.875798,3.225017,5.260016
2106,0.008972,0.321213,9.798804,0.002766,0.012005,0.020657,2.875971,2.875971,3.210822,5.245522
2107,0.008075,0.369665,9.803290,-0.014279,0.005614,-0.015563,2.873558,2.873558,3.194812,5.224846
2108,0.000897,0.347234,9.784448,0.004897,-0.000778,-0.004910,2.873209,2.873209,3.177962,5.208637
2109,0.027815,0.379534,9.742277,0.001701,0.001352,-0.016629,2.871111,2.871111,3.160009,5.192806
2110,0.001794,0.303269,9.765606,0.019811,-0.011431,0.012134,2.871497,2.871497,3.143606,5.178695
2111,-0.030506,0.308652,9.743175,-0.013213,-0.012497,0.002547,2.868257,2.868257,3.125885,5.160818
2112,-0.030506,0.305063,9.739586,0.004897,0.006679,-0.002780,2.866142,2.866142,3.110459,5.143977
2113,-0.042170,0.314933,9.764709,0.001701,-0.005039,0.007873,2.867901,2.867901,3.094451,5.127706
2114,0.033198,0.300577,9.737791,0.008093,0.007744,0.010004,2.866850,2.866850,3.078948,5.111916
2115,0.024226,0.309549,9.799701,-0.006822,-0.016758,0.008939,2.864431,2.864431,3.060083,5.095180
2116,0.000897,0.308652,9.788935,0.009158,-0.015692,-0.003845,2.864234,2.864234,3.045934,5.080459
2117,0.025123,0.380432,9.807776,0.002766,0.016266,0.001481,2.861635,2.861635,3.034276,5.065166
2118,-0.069088,0.305960,9.805084,0.017680,0.007744,-0.002780,2.861140,2.861140,3.017731,5.050702
2119,0.075369,0.372356,9.739586,-0.005756,-0.001844,0.000416,2.861565,2.861565,3.004056,5.031969
2120,0.000897,0.418116,9.826618,-0.006822,0.008809,-0.005976,2.858330,2.858330,2.990355,5.016465
2121,0.001794,0.293399,9.701901,0.003831,-0.010366,-0.001714,2.856964,2.856964,2.971887,5.002877
2122,0.013459,0.255715,9.748558,-0.000430,-0.005039,-0.020890,2.855119,2.855119,2.954916,4.985925
2123,0.017048,0.366973,9.777270,0.003831,-0.001844,0.011069,2.853345,2.853345,2.935985,4.973835
2124,-0.016150,0.341850,9.781756,0.003831,-0.012497,-0.000649,2.854688,2.854688,2.923323,4.960565
2125,-0.087033,0.270070,9.792523,0.002766,-0.019954,-0.003845,2.855621,2.855621,2.904136,4.945719
2126,0.005383,0.289810,9.792523,0.009158,-0.001844,-0.009171,2.854964,2.854964,2.890365,4.929667
2127,0.019739,0.382226,9.769195,0.009158,-0.003974,-0.002780,2.853385,2.853385,2.875855,4.917226
2128,-0.023328,0.392993,9.762017,0.026203,-0.002909,0.019592,2.852863,2.852863,2.860016,4.904991
2129,-0.006281,0.301474,9.831104,0.015550,-0.010366,-0.002780,2.849316,2.849316,2.845017,4.889603
2130,-0.003589,0.258406,9.786242,-0.005756,0.012005,0.004677,2.849906,2.849906,2.832464,4.875602
2131,0.003589,0.366973,9.784448,0.011288,-0.006105,-0.023020,2.843985,2.843985,2.817264,4.864118
2132,-0.053835,0.299680,9.871481,-0.014279,0.015201,0.002547,2.848099,2.848099,2.805355,4.848713
2133,-0.024226,0.401068,9.802393,-0.002560,0.012005,-0.000649,2.847772,2.847772,2.791903,4.838664
2134,0.061910,0.378637,9.755736,-0.002560,-0.010366,0.000416,2.847621,2.847621,2.777720,4.825268
2135,-0.041273,0.335569,9.830208,0.004897,-0.017823,-0.016629,2.847069,2.847069,2.760955,4.812096
2136,0.000000,0.352617,9.767401,0.011288,0.001352,-0.000649,2.845484,2.845484,2.747110,4.797431
2137,0.026917,0.362487,9.798804,0.013419,-0.021019,0.015330,2.845756,2.845756,2.730708,4.786297
2138,0.019739,0.314933,9.757530,-0.013213,0.020528,-0.016629,2.840095,2.840095,2.721526,4.772534
2139,0.006281,0.305063,9.722538,0.014484,0.005614,0.001481,2.840360,2.840360,2.708646,4.763500
2140,-0.090622,0.351720,9.745867,0.018746,-0.010366,0.007873,2.839410,2.839410,2.692190,4.748860
2141,-0.034095,0.344542,9.773681,-0.006822,0.002418,-0.011302,2.838664,2.838664,2.678451,4.736012
2142,-0.043068,0.416321,9.815851,0.007027,0.000287,0.017461,2.841083,2.841083,2.664988,4.722034
2143,-0.025123,0.424397,9.712668,-0.006822,-0.003974,0.017461,2.842016,2.842016,2.651779,4.708180
2144,-0.017945,0.369665,9.796112,-0.015344,0.015201,0.005743,2.844111,2.844111,2.638506,4.693745
2145,0.000897,0.327494,9.829310,-0.006822,0.005614,0.012134,2.843521,2.843521,2.624972,4.681623
2146,-0.008972,0.362487,9.755736,0.011288,-0.010366,0.006808,2.845401,2.845401,2.611903,4.669847
2147,-0.059218,0.264687,9.779962,-0.000430,-0.017823,0.018526,2.843342,2.843342,2.598148,4.658028
2148,-0.000897,0.275454,9.839180,-0.006822,0.013071,-0.013433,2.840578,2.840578,2.589997,4.641510
2149,0.008075,0.331980,9.772784,-0.003626,0.022658,-0.012367,2.839218,2.839218,2.578529,4.626642
2150,0.019739,0.323905,9.796112,-0.004691,0.014136,0.002547,2.837874,2.837874,2.566291,4.612084
2151,0.019739,0.367870,9.721641,0.014484,-0.005039,0.023853,2.839441,2.839441,2.549307,4.602221
2152,-0.069088,0.383123,9.725230,0.003831,0.014136,-0.014498,2.834980,2.834980,2.538005,4.588675
2153,-0.057424,0.362487,9.772784,0.002766,-0.002909,-0.002780,2.833509,2.833509,2.525371,4.576971
2154,-0.014356,0.325700,9.692929,0.010223,0.009875,-0.008106,2.831438,2.831438,2.512172,4.565351
2155,0.034095,0.286221,9.829310,0.018746,0.000287,-0.013433,2.827074,2.827074,2.499907,4.551007
2156,-0.038582,0.321213,9.786242,-0.007887,-0.010366,-0.003845,2.825438,2.825438,2.486073,4.539302
2157,-0.041273,0.384021,9.770092,-0.004691,0.004548,-0.007041,2.822085,2.822085,2.473206,4.526740
2158,-0.024226,0.319419,9.779962,-0.001495,-0.012497,0.017461,2.826057,2.826057,2.459228,4.511897
2159,0.035890,0.347234,9.795215,0.014484,-0.016758,0.034506,2.826051,2.826051,2.447393,4.500935
2160,0.034095,0.340056,9.780859,0.011288,-0.005039,0.000416,2.824333,2.824333,2.433714,4.489963
2161,-0.014356,0.344542,9.752148,0.014484,-0.014627,0.005743,2.824651,2.824651,2.420662,4.479973
2162,0.017945,0.401068,9.783551,0.011288,0.003483,-0.013433,2.821508,2.821508,2.409469,4.469124
2163,-0.067293,0.376843,9.840077,0.013419,0.005614,0.011069,2.823179,2.823179,2.399430,4.457931
2164,0.037684,0.430677,9.797907,0.017680,0.000287,0.011069,2.823967,2.823967,2.388790,4.444802
2165,-0.025123,0.418116,9.766503,-0.012148,0.013071,-0.010237,2.821819,2.821819,2.377697,4.433245
2166,-0.008972,0.347234,9.761120,0.001701,-0.012497,0.015330,2.822199,2.822199,2.361916,4.422406
2167,0.038582,0.368767,9.752148,0.000635,-0.002909,-0.004910,2.822292,2.822292,2.353720,4.410683
2168,-0.017945,0.331980,9.791626,-0.005756,0.007744,-0.011302,2.821445,2.821445,2.343471,4.397168
2169,-0.033198,0.371459,9.805084,-0.015344,-0.007170,0.011069,2.821493,2.821493,2.329234,4.385383
2170,-0.050246,0.320316,9.769195,0.000635,0.003483,-0.004910,2.819078,2.819078,2.320206,4.374344
2171,-0.037684,0.293399,9.718949,-0.003626,-0.006105,0.020657,2.818800,2.818800,2.307964,4.360747
2172,0.024226,0.299680,9.787140,0.001701,0.016266,0.000416,2.817809,2.817809,2.298291,4.348465
2173,0.029609,0.387609,9.804188,-0.016409,-0.018888,-0.000649,2.817607,2.817607,2.284015,4.336420
2174,-0.054732,0.315830,9.821235,0.008093,0.002418,-0.018759,2.815163,2.815163,2.272122,4.326187
2175,0.009870,0.405554,9.778168,0.007027,0.015201,0.003612,2.816429,2.816429,2.264499,4.314870
2176,-0.000897,0.274557,9.797907,-0.004691,0.007744,0.003612,2.818317,2.818317,2.252275,4.302315
2177,0.001794,0.330186,9.768297,-0.017475,0.003483,0.002547,2.816743,2.816743,2.240999,4.292141
2178,0.007178,0.296988,9.803290,0.003831,-0.010366,0.007873,2.817943,2.817943,2.228528,4.279279
2179,0.033198,0.349925,9.814955,-0.001495,-0.009301,0.006808,2.816991,2.816991,2.212376,4.267655
2180,-0.008075,0.355309,9.809571,-0.001495,0.013071,0.004677,2.814645,2.814645,2.202590,4.258059
2181,-0.031404,0.327494,9.797009,0.014484,-0.002909,0.011069,2.816846,2.816846,2.188145,4.247429
2182,-0.092416,0.309549,9.781756,-0.008952,-0.015692,-0.000649,2.813446,2.813446,2.176042,4.235249
2183,0.014356,0.391198,9.759325,-0.007887,0.013071,-0.005976,2.809518,2.809518,2.167497,4.223330
2184,0.026917,0.309549,9.743175,-0.005756,-0.006105,-0.009171,2.807204,2.807204,2.158592,4.212062
2185,-0.047554,0.386712,9.819441,0.005962,-0.010366,-0.003845,2.809236,2.809236,2.143961,4.201975
2186,0.000000,0.394787,9.837385,0.011288,0.005614,-0.000649,2.807492,2.807492,2.134070,4.193016
2187,0.003589,0.341850,9.749455,0.005962,0.019462,0.013200,2.806602,2.806602,2.125398,4.180900
2188,-0.015253,0.323905,9.789831,0.002766,0.007744,0.002547,2.811021,2.811021,2.111776,4.173746
2189,0.030506,0.331980,9.796112,0.004897,-0.013562,-0.005976,2.810207,2.810207,2.098513,4.163939
2190,0.000897,0.334672,9.834694,0.012354,-0.005039,0.006808,2.808792,2.808792,2.088864,4.152684
2191,-0.008075,0.349925,9.740483,-0.016409,0.012005,0.006808,2.806955,2.806955,2.079707,4.142040
2192,0.039479,0.338261,9.823030,-0.006822,-0.002909,0.018526,2.808272,2.808272,2.070993,4.130695
2193,0.034993,0.356206,9.789831,0.002766,-0.003974,0.001481,2.805797,2.805797,2.059447,4.122340
2194,0.032301,0.394787,9.790729,0.005962,-0.006105,0.007873,2.805277,2.805277,2.047202,4.113266
2195,-0.054732,0.346336,9.821235,0.011288,0.005614,-0.002780,2.803573,2.803573,2.040867,4.103131
2196,0.039479,0.333775,9.787140,-0.004691,0.005614,-0.004910,2.802552,2.802552,2.032308,4.090681
2197,0.073574,0.376843,9.733305,-0.006822,0.003483,-0.005976,2.801808,2.801808,2.021795,4.081838
2198,0.007178,0.319419,9.753942,0.010223,-0.005039,-0.008106,2.804120,2.804120,2.005308,4.073475
2199,-0.020637,0.346336,9.780859,0.002766,0.003483,-0.009171,2.807418,2.807418,1.995062,4.063551
2200,0.038582,0.261098,9.784448,-0.012148,0.004548,0.025983,2.808015,2.808015,1.980976,4.052455
2201,0.098697,0.429780,9.784448,0.005962,-0.000778,0.025983,2.808566,2.808566,1.972192,4.042921
2202,0.008075,0.295193,9.770092,0.009158,0.008809,0.002547,2.807307,2.807307,1.963148,4.033942
2203,-0.099594,0.374151,9.747661,0.007027,-0.012497,-0.009171,2.807123,2.807123,1.951734,4.023783
2204,0.011664,0.325700,9.874172,-0.007887,-0.008235,-0.004910,2.805217,2.805217,1.941256,4.013141
2205,0.025123,0.293399,9.745867,-0.024932,-0.002909,0.007873,2.805297,2.805297,1.933597,4.000494
2206,0.014356,0.345439,9.823927,-0.005756,0.010940,-0.008106,2.803807,2.803807,1.929892,3.991690
2207,0.044862,0.327494,9.788037,0.015550,0.014136,0.003612,2.806436,2.806436,1.920211,3.982493
2208,0.029609,0.408246,9.799701,0.013419,0.004548,-0.003845,2.806592,2.806592,1.911071,3.972383
2209,-0.053835,0.295193,9.762914,-0.003626,0.015201,0.006808,2.809623,2.809623,1.902827,3.963050
2210,-0.025123,0.261098,9.814057,0.007027,0.004548,-0.003845,2.809764,2.809764,1.895092,3.952231
2211,-0.041273,0.365178,9.777270,-0.014279,0.014136,-0.013433,2.806624,2.806624,1.888426,3.941986
2212,0.012561,0.402863,9.788037,0.004897,0.003483,-0.010237,2.804674,2.804674,1.880560,3.933212
