time,New graph 0,New graph 1,New graph 2,New graph 3,New graph 4,New graph 5,New graph 6,New graph 7,New graph 8,New graph 9
0,0.063704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.096005,0.492587,9.823030,0.012354,0.002418,0.006808,-6.813160,-6.813160,-0.763509,1.848419
2,0.067293,0.200085,9.774578,0.001701,-0.019954,0.007873,-6.811690,-6.811690,-0.766248,1.847813
3,0.103183,0.360692,9.780859,-0.002560,-0.003974,-0.001714,-6.813124,-6.813124,-0.769398,1.848212
4,0.138176,0.201880,9.781756,-0.004691,0.006679,-0.005976,-6.816458,-6.816458,-0.767053,1.847054
5,0.113950,0.320316,9.859817,0.002766,0.005614,0.015330,-6.816636,-6.816636,-0.768778,1.845242
6,0.124717,0.304166,9.775476,0.010223,0.020528,0.000416,-6.814800,-6.814800,-0.765121,1.847740
7,0.054732,0.296988,9.784448,0.004897,0.004548,-0.001714,-6.814559,-6.814559,-0.764911,1.846967
8,0.072677,0.292502,9.773681,0.007027,-0.011431,0.001481,-6.816342,-6.816342,-0.766577,1.847825
9,0.105875,0.351720,9.794317,0.004897,-0.011431,0.001481,-6.815988,-6.815988,-0.770218,1.847288
10,0.105875,0.312241,9.828413,-0.014279,0.009875,-0.012367,-6.817651,-6.817651,-0.768539,1.843826
11,0.143559,0.234181,9.876864,-0.004691,0.001352,-0.008106,-6.817886,-6.817886,-0.767791,1.842672
12,0.145354,0.252126,9.833797,0.001701,0.007744,0.003612,-6.815940,-6.815940,-0.768663,1.845371
13,0.176757,0.348131,9.840077,0.014484,-0.021019,0.016396,-6.812412,-6.812412,-0.772023,1.849004
14,0.152532,0.340056,9.796112,0.017680,0.012005,0.027049,-6.808268,-6.808268,-0.771789,1.851118
15,0.141765,0.305063,9.830208,0.002766,-0.007170,0.001481,-6.811281,-6.811281,-0.770735,1.850808
16,0.148943,0.309549,9.714463,0.014484,-0.006105,0.002547,-6.811343,-6.811343,-0.772592,1.854310
17,0.233283,0.367870,9.791626,0.011288,-0.009301,0.007873,-6.808216,-6.808216,-0.774232,1.851492
18,0.210852,0.331980,9.832002,-0.007887,0.010940,-0.009171,-6.808735,-6.808735,-0.775755,1.854020
19,0.147148,0.193805,9.832002,0.003831,-0.005039,0.008939,-6.809412,-6.809412,-0.774627,1.853144
20,0.088827,0.233283,9.802393,-0.008952,-0.010366,-0.010237,-6.808115,-6.808115,-0.774538,1.853380
21,0.041273,0.216236,9.817646,-0.016409,0.004548,0.014265,-6.806826,-6.806826,-0.771511,1.855934
22,0.117539,0.297885,9.748558,0.018746,-0.000778,0.003612,-6.804886,-6.804886,-0.771478,1.860437
23,0.155223,0.315830,9.760222,0.010223,0.015201,0.008939,-6.804324,-6.804324,-0.772596,1.860247
24,0.104978,0.373254,9.816749,0.018746,-0.000778,-0.002780,-6.804379,-6.804379,-0.773054,1.862945
25,0.134587,0.320316,9.800598,0.002766,-0.016758,0.015330,-6.804413,-6.804413,-0.774544,1.863728
26,0.102286,0.279940,9.736894,0.013419,0.001352,-0.012367,-6.804345,-6.804345,-0.775555,1.867084
27,0.133689,0.308652,9.763811,0.015550,0.006679,0.016396,-6.801286,-6.801286,-0.778008,1.868415
28,0.131895,0.337364,9.712668,-0.014279,-0.013562,-0.000649,-6.803061,-6.803061,-0.779984,1.869459
29,0.119333,0.337364,9.788037,0.001701,-0.013562,-0.004910,-6.803099,-6.803099,-0.784224,1.867222
30,0.088827,0.327494,9.821235,0.023007,0.001352,0.012134,-6.800557,-6.800557,-0.784137,1.867388
31,0.102286,0.376843,9.746764,0.005962,0.022658,0.006808,-6.802145,-6.802145,-0.779833,1.868161
32,0.145354,0.321213,9.786242,0.005962,-0.007170,-0.016629,-6.801705,-6.801705,-0.781086,1.865528
33,0.168682,0.309549,9.800598,-0.005756,-0.002909,0.011069,-6.799863,-6.799863,-0.780082,1.864171
34,0.115745,0.338261,9.766503,0.004897,0.019462,-0.019824,-6.800936,-6.800936,-0.779796,1.866210
35,0.095108,0.349925,9.773681,0.011288,-0.016758,0.002547,-6.801816,-6.801816,-0.780243,1.865292
36,0.111258,0.335569,9.763811,-0.003626,-0.000778,-0.013433,-6.803002,-6.803002,-0.782632,1.865496
37,0.131895,0.257509,9.781756,0.002766,-0.007170,-0.010237,-6.804132,-6.804132,-0.783504,1.865803
38,0.090622,0.290707,9.812263,-0.016409,0.019462,0.003612,-6.805064,-6.805064,-0.785339,1.865672
39,0.102286,0.326597,9.828413,0.003831,-0.009301,-0.011302,-6.805788,-6.805788,-0.785108,1.865208
40,0.152532,0.342747,9.785345,-0.001495,0.007744,0.001481,-6.808993,-6.808993,-0.786903,1.863392
41,0.146251,0.333775,9.844563,-0.001495,-0.011431,0.016396,-6.806698,-6.806698,-0.787065,1.863926
42,0.163298,0.322111,9.763811,-0.014279,-0.009301,-0.018759,-6.809343,-6.809343,-0.785315,1.864366
43,0.122025,0.288913,9.768297,0.020876,-0.018888,0.017461,-6.805690,-6.805690,-0.784878,1.865081
44,0.103183,0.329289,9.829310,-0.003626,0.009875,0.013200,-6.808561,-6.808561,-0.783249,1.866239
45,0.138176,0.299680,9.756634,0.003831,-0.018888,-0.009171,-6.811168,-6.811168,-0.784506,1.866802
46,0.157018,0.318522,9.814955,0.007027,-0.002909,0.008939,-6.808321,-6.808321,-0.782711,1.866465
47,0.110361,0.280837,9.846358,0.001701,-0.003974,0.011069,-6.810405,-6.810405,-0.783029,1.867852
48,0.165093,0.330186,9.810468,-0.000430,-0.000778,0.006808,-6.811899,-6.811899,-0.783461,1.866922
49,0.244050,0.352617,9.615767,0.001701,0.001352,0.005743,-6.812657,-6.812657,-0.784428,1.866319
50,0.128306,0.370562,9.801496,0.009158,-0.007170,-0.007041,-6.812133,-6.812133,-0.783184,1.865817
51,0.174065,0.395685,9.710874,0.013419,-0.006105,0.006808,-6.811532,-6.811532,-0.783069,1.866794
52,0.143559,0.386712,9.737791,0.015550,-0.013562,0.022787,-6.808915,-6.808915,-0.785122,1.867274
53,0.119333,0.305063,9.768297,0.004897,-0.008235,0.011069,-6.809540,-6.809540,-0.784576,1.867259
54,0.200983,0.395685,9.778168,0.033660,-0.012497,-0.003845,-6.810053,-6.810053,-0.784610,1.869581
55,0.137278,0.364281,9.741381,-0.001495,-0.007170,0.012134,-6.809237,-6.809237,-0.786073,1.868330
56,0.147148,0.377740,9.735100,-0.017475,0.013071,-0.001714,-6.811189,-6.811189,-0.785634,1.867743
57,0.165990,0.372356,9.842769,-0.003626,0.005614,0.006808,-6.809930,-6.809930,-0.786919,1.869706
58,0.113950,0.295193,9.770092,0.007027,0.001352,-0.002780,-6.810251,-6.810251,-0.789105,1.870595
59,0.106772,0.235975,9.814955,0.005962,0.012005,-0.011302,-6.810277,-6.810277,-0.785651,1.869770
60,0.169579,0.340953,9.799701,0.008093,-0.005039,-0.002780,-6.812402,-6.812402,-0.787152,1.868153
61,0.100491,0.277248,9.770989,-0.004691,0.018397,0.016396,-6.811136,-6.811136,-0.784453,1.867976
62,0.134587,0.354411,9.714463,0.005962,-0.003974,-0.008106,-6.812701,-6.812701,-0.783777,1.867348
63,0.155223,0.349028,9.770989,-0.002560,0.012005,-0.013433,-6.813471,-6.813471,-0.780852,1.868726
64,0.039479,0.407349,9.805084,0.005962,-0.008235,0.001481,-6.815192,-6.815192,-0.784279,1.867942
65,0.162401,0.245845,9.779962,-0.003626,0.003483,-0.013433,-6.815977,-6.815977,-0.782400,1.868024
66,0.183935,0.325700,9.752148,0.015550,-0.003974,0.006808,-6.813355,-6.813355,-0.785222,1.865848
67,0.093313,0.261995,9.779064,-0.010018,0.015201,-0.004910,-6.812990,-6.812990,-0.785001,1.863609
68,0.145354,0.301474,9.824824,-0.011083,-0.001844,-0.020890,-6.813546,-6.813546,-0.786476,1.861231
69,0.097800,0.339158,9.796112,-0.004691,-0.008235,0.014265,-6.815831,-6.815831,-0.784996,1.860577
70,0.125614,0.276351,9.761120,0.012354,0.009875,-0.002780,-6.815367,-6.815367,-0.782065,1.860006
71,0.212647,0.286221,9.762914,0.005962,0.010940,0.024918,-6.814580,-6.814580,-0.780603,1.859455
72,0.128306,0.297885,9.768297,0.000635,-0.007170,0.002547,-6.815711,-6.815711,-0.782133,1.860673
73,0.101389,0.400171,9.820338,0.000635,-0.006105,0.001481,-6.817118,-6.817118,-0.784230,1.859714
74,0.179449,0.285324,9.768297,0.009158,-0.012497,0.008939,-6.817926,-6.817926,-0.786577,1.861054
75,0.124717,0.361589,9.780859,0.023007,-0.003974,-0.005976,-6.819683,-6.819683,-0.787662,1.864485
76,0.191113,0.292502,9.759325,-0.008952,-0.007170,-0.007041,-6.820584,-6.820584,-0.788782,1.864366
77,0.104978,0.300577,9.844563,0.014484,-0.005039,-0.000649,-6.815441,-6.815441,-0.792048,1.864656
78,0.205469,0.242256,9.770989,-0.005756,0.012005,0.007873,-6.812430,-6.812430,-0.793057,1.861349
79,0.177654,0.323905,9.823927,0.005962,-0.010366,0.011069,-6.812854,-6.812854,-0.798742,1.864429
80,0.049348,0.301474,9.807776,-0.000430,0.003483,-0.002780,-6.813462,-6.813462,-0.798225,1.864339
81,0.113053,0.294296,9.803290,-0.010018,0.018397,-0.008106,-6.813792,-6.813792,-0.796200,1.862937
82,0.094211,0.277248,9.784448,-0.011083,-0.000778,-0.013433,-6.815255,-6.815255,-0.798931,1.861847
83,0.138176,0.313138,9.881351,-0.000430,0.008809,0.000416,-6.814516,-6.814516,-0.798129,1.861172
84,0.095108,0.283529,9.840975,0.001701,0.003483,0.000416,-6.814179,-6.814179,-0.794735,1.861852
85,0.134587,0.338261,9.826618,-0.010018,-0.008235,-0.009171,-6.814956,-6.814956,-0.799734,1.858905
86,0.070882,0.305063,9.752148,-0.005756,0.019462,-0.020890,-6.813649,-6.813649,-0.796094,1.859380
87,0.110361,0.389404,9.769195,-0.010018,0.005614,-0.014498,-6.813444,-6.813444,-0.796734,1.860253
88,0.097800,0.294296,9.840077,0.025137,0.001352,0.001481,-6.812402,-6.812402,-0.798557,1.863142
89,0.102286,0.303269,9.779064,0.004897,-0.007170,-0.009171,-6.813721,-6.813721,-0.797230,1.862772
90,0.139073,0.270070,9.786242,0.008093,-0.006105,-0.003845,-6.815266,-6.815266,-0.798940,1.862429
91,0.154326,0.313138,9.803290,0.005962,0.018397,-0.001714,-6.813951,-6.813951,-0.799691,1.861446
92,0.082546,0.323008,9.763811,0.004897,0.008809,0.007873,-6.812495,-6.812495,-0.799646,1.862028
93,0.152532,0.254817,9.796112,0.005962,0.006679,-0.002780,-6.813544,-6.813544,-0.797077,1.864192
94,0.113950,0.289810,9.771887,-0.008952,0.026919,-0.002780,-6.811414,-6.811414,-0.797874,1.864598
95,0.138176,0.312241,9.814955,-0.012148,0.017332,0.002547,-6.809199,-6.809199,-0.797416,1.862270
96,0.084341,0.270070,9.762914,0.009158,0.006679,0.011069,-6.807707,-6.807707,-0.797356,1.864374
97,0.179449,0.314933,9.886734,-0.011083,-0.005039,0.001481,-6.804855,-6.804855,-0.799134,1.863592
98,0.107669,0.370562,9.788037,-0.003626,0.005614,-0.010237,-6.805854,-6.805854,-0.800229,1.864785
99,0.087033,0.298782,9.754839,-0.008952,0.004548,-0.011302,-6.803942,-6.803942,-0.796524,1.866643
100,0.118436,0.287118,9.757530,-0.008952,0.015201,0.010004,-6.801554,-6.801554,-0.797701,1.864706
101,0.208161,0.363384,9.770989,0.003831,0.001352,0.007873,-6.800927,-6.800927,-0.795873,1.866691
102,0.165990,0.352617,9.775476,0.003831,0.001352,0.015330,-6.798823,-6.798823,-0.794996,1.866473
103,0.108567,0.250331,9.777270,0.004897,-0.017823,-0.014498,-6.800635,-6.800635,-0.795430,1.865691
104,0.218928,0.378637,9.746764,0.002766,0.006679,-0.008106,-6.799162,-6.799162,-0.794945,1.864495
105,0.118436,0.349925,9.778168,-0.000430,0.007744,-0.019824,-6.799808,-6.799808,-0.796454,1.865310
106,0.146251,0.300577,9.821235,0.002766,-0.007170,0.004677,-6.797964,-6.797964,-0.799250,1.867623
107,0.165990,0.322111,9.849050,-0.001495,0.001352,0.000416,-6.797312,-6.797312,-0.797820,1.866003
108,0.076266,0.398376,9.832002,-0.006822,0.004548,0.013200,-6.798572,-6.798572,-0.795013,1.866227
109,0.192907,0.341850,9.781756,-0.003626,0.033311,-0.013433,-6.800090,-6.800090,-0.792269,1.867192
110,0.199188,0.388507,9.762914,-0.007887,-0.008235,0.023853,-6.796487,-6.796487,-0.793821,1.867409
111,0.114847,0.362487,9.740483,0.002766,-0.016758,0.014265,-6.798715,-6.798715,-0.793682,1.867721
112,0.170476,0.358898,9.779962,0.002766,-0.002909,0.001481,-6.801065,-6.801065,-0.793639,1.866829
113,0.159709,0.314933,9.836488,-0.014279,0.007744,0.004677,-6.801658,-6.801658,-0.793217,1.864671
114,0.082546,0.244050,9.828413,-0.012148,0.015201,-0.003845,-6.804275,-6.804275,-0.791752,1.864038
115,0.113053,0.313138,9.790729,0.002766,-0.011431,-0.007041,-6.804565,-6.804565,-0.793216,1.863363
116,0.120231,0.267379,9.772784,0.003831,-0.005039,-0.002780,-6.804214,-6.804214,-0.793140,1.864316
117,0.188421,0.319419,9.822132,0.005962,0.005614,0.005743,-6.803664,-6.803664,-0.794847,1.863960
118,0.170476,0.252126,9.804188,-0.003626,-0.010366,-0.011302,-6.805960,-6.805960,-0.793968,1.864196
119,0.170476,0.287118,9.834694,-0.002560,-0.002909,-0.001714,-6.806584,-6.806584,-0.797969,1.861890
120,0.074471,0.310447,9.801496,-0.012148,-0.000778,0.007873,-6.808504,-6.808504,-0.797190,1.862042
121,0.109464,0.331083,9.748558,0.000635,0.005614,-0.008106,-6.809042,-6.809042,-0.798983,1.864782
122,0.087033,0.287118,9.754839,-0.014279,-0.011431,0.022787,-6.806838,-6.806838,-0.802003,1.861493
123,0.141765,0.329289,9.779064,0.025137,0.000287,-0.015563,-6.808259,-6.808259,-0.798906,1.864978
124,0.150737,0.325700,9.803290,0.023007,-0.012497,0.008939,-6.805172,-6.805172,-0.801331,1.866149
125,0.183935,0.383123,9.798804,0.008093,-0.007170,0.018526,-6.802647,-6.802647,-0.801477,1.868249
126,0.117539,0.339158,9.776373,0.000635,0.008809,-0.007041,-6.807921,-6.807921,-0.799833,1.867421
127,0.200983,0.264687,9.775476,0.002766,-0.008235,-0.011302,-6.807729,-6.807729,-0.801924,1.864610
128,0.110361,0.309549,9.799701,0.001701,-0.002909,0.018526,-6.805178,-6.805178,-0.802361,1.863942
129,0.155223,0.391198,9.739586,0.000635,0.007744,-0.007041,-6.805489,-6.805489,-0.800502,1.861946
130,0.161504,0.310447,9.728819,-0.012148,-0.006105,0.005743,-6.802957,-6.802957,-0.801720,1.861529
131,0.095108,0.249434,9.702799,0.002766,-0.009301,-0.015563,-6.804265,-6.804265,-0.800091,1.861671
132,0.148045,0.296091,9.800598,0.003831,0.014136,-0.014498,-6.806224,-6.806224,-0.795774,1.861996
133,0.136381,0.318522,9.770989,-0.000430,-0.011431,-0.007041,-6.807382,-6.807382,-0.797359,1.861848
134,0.178552,0.294296,9.749455,-0.011083,0.016266,-0.004910,-6.805173,-6.805173,-0.796595,1.862761
135,0.077163,0.281735,9.823030,-0.008952,-0.001844,0.016396,-6.803287,-6.803287,-0.799111,1.862595
136,0.169579,0.313138,9.779962,-0.006822,0.006679,-0.002780,-6.802736,-6.802736,-0.800649,1.863657
137,0.143559,0.369665,9.837385,-0.001495,0.005614,0.010004,-6.803531,-6.803531,-0.798639,1.863035
138,0.096005,0.318522,9.862508,0.005962,0.012005,-0.010237,-6.803811,-6.803811,-0.799173,1.865022
139,0.105875,0.331980,9.814057,-0.001495,-0.014627,0.004677,-6.801611,-6.801611,-0.801935,1.865021
140,0.137278,0.269173,9.784448,0.010223,0.009875,-0.000649,-6.801584,-6.801584,-0.800679,1.865125
141,0.075369,0.241359,9.713566,-0.011083,0.014136,-0.017694,-6.804882,-6.804882,-0.800830,1.865018
142,0.121128,0.301474,9.851742,0.001701,0.001352,0.021722,-6.803316,-6.803316,-0.800882,1.865140
143,0.117539,0.267379,9.723435,0.000635,-0.012497,0.002547,-6.802147,-6.802147,-0.802315,1.862369
144,0.191113,0.323905,9.792523,0.011288,-0.002909,-0.002780,-6.803095,-6.803095,-0.800393,1.864190
145,0.149840,0.339158,9.795215,0.002766,-0.006105,0.008939,-6.805149,-6.805149,-0.801321,1.862578
146,0.113053,0.359795,9.761120,-0.000430,-0.002909,0.006808,-6.803389,-6.803389,-0.803138,1.861685
147,0.116642,0.384021,9.840975,0.010223,0.016266,0.006808,-6.803210,-6.803210,-0.799777,1.862185
148,0.049348,0.320316,9.829310,-0.012148,0.001352,-0.008106,-6.805261,-6.805261,-0.798537,1.860217
149,0.109464,0.307755,9.794317,-0.016409,0.001352,0.002547,-6.802633,-6.802633,-0.798940,1.858132
150,0.168682,0.284426,9.741381,0.010223,0.005614,-0.007041,-6.802288,-6.802288,-0.799139,1.859543
151,0.139970,0.349925,9.790729,-0.000430,-0.006105,-0.009171,-6.803267,-6.803267,-0.799215,1.858378
152,0.086135,0.299680,9.766503,-0.001495,0.001352,0.000416,-6.803537,-6.803537,-0.799247,1.858334
153,0.183935,0.328391,9.789831,0.010223,-0.015692,0.010004,-6.800630,-6.800630,-0.798712,1.856187
154,0.100491,0.329289,9.774578,-0.002560,-0.000778,0.007873,-6.800939,-6.800939,-0.797692,1.854798
155,0.142662,0.295193,9.788935,-0.002560,0.005614,0.005743,-6.803086,-6.803086,-0.799673,1.855670
156,0.135484,0.292502,9.788935,-0.005756,0.008809,-0.018759,-6.804090,-6.804090,-0.796330,1.851913
157,0.132792,0.358898,9.752148,0.001701,-0.014627,0.018526,-6.802683,-6.802683,-0.797648,1.850655
158,0.119333,0.245845,9.845461,-0.006822,-0.000778,-0.000649,-6.801133,-6.801133,-0.798643,1.851759
159,0.191113,0.261098,9.762914,0.014484,0.002418,0.011069,-6.798910,-6.798910,-0.797332,1.853061
160,0.176757,0.306858,9.802393,-0.013213,0.001352,0.004677,-6.799200,-6.799200,-0.795050,1.851388
161,0.155223,0.301474,9.832899,-0.004691,-0.013562,0.005743,-6.797504,-6.797504,-0.799653,1.849414
162,0.091519,0.318522,9.803290,-0.006822,-0.007170,0.001481,-6.799756,-6.799756,-0.801942,1.849200
163,0.121128,0.355309,9.798804,0.002766,-0.002909,0.008939,-6.799334,-6.799334,-0.799009,1.851250
164,0.179449,0.280837,9.799701,0.009158,0.007744,0.016396,-6.797201,-6.797201,-0.800310,1.854025
165,0.174963,0.318522,9.770989,-0.001495,0.003483,-0.021955,-6.799352,-6.799352,-0.798825,1.849169
166,0.113950,0.305960,9.751250,-0.014279,-0.006105,-0.026216,-6.801891,-6.801891,-0.801505,1.849787
167,0.055629,0.283529,9.753942,0.007027,0.009875,-0.012367,-6.801942,-6.801942,-0.798967,1.850572
168,0.094211,0.309549,9.759325,-0.002560,-0.005039,-0.016629,-6.803478,-6.803478,-0.797052,1.849414
169,0.139073,0.311344,9.779064,0.000635,-0.019954,0.014265,-6.800871,-6.800871,-0.797735,1.851175
170,0.048451,0.325700,9.764709,-0.002560,-0.000778,0.000416,-6.801188,-6.801188,-0.795762,1.849219
171,0.068191,0.301474,9.834694,0.001701,-0.010366,-0.009171,-6.799164,-6.799164,-0.796414,1.849479
172,0.157915,0.305063,9.822132,0.001701,0.013071,0.002547,-6.798592,-6.798592,-0.792974,1.849989
173,0.149840,0.330186,9.738688,0.000635,0.003483,0.003612,-6.799711,-6.799711,-0.793816,1.849300
174,0.120231,0.205469,9.752148,-0.016409,0.001352,-0.007041,-6.798452,-6.798452,-0.791769,1.846581
175,0.187524,0.311344,9.821235,-0.001495,-0.000778,0.007873,-6.797695,-6.797695,-0.790405,1.847157
176,0.125614,0.317624,9.776373,0.014484,-0.002909,-0.000649,-6.797001,-6.797001,-0.790914,1.849905
177,0.092416,0.310447,9.779064,0.003831,0.020528,0.007873,-6.794473,-6.794473,-0.787128,1.849871
178,0.136381,0.273659,9.782654,-0.012148,-0.011431,0.022787,-6.791526,-6.791526,-0.789641,1.848984
179,0.122922,0.346336,9.767401,0.011288,0.000287,0.005743,-6.792419,-6.792419,-0.786964,1.848741
180,0.097800,0.338261,9.849947,0.010223,0.002418,-0.023020,-6.793375,-6.793375,-0.786274,1.847983
181,0.145354,0.311344,9.791626,-0.002560,-0.003974,0.001481,-6.790752,-6.790752,-0.784701,1.841663
182,0.023328,0.344542,9.761120,-0.006822,-0.029541,0.017461,-6.789608,-6.789608,-0.790895,1.844530
183,0.083444,0.296091,9.808674,-0.007887,-0.000778,0.001481,-6.791063,-6.791063,-0.789291,1.845074
184,0.096902,0.314035,9.790729,0.008093,-0.006105,0.004677,-6.787561,-6.787561,-0.789764,1.845075
185,0.115745,0.313138,9.758428,0.003831,-0.002909,0.015330,-6.784215,-6.784215,-0.791028,1.844536
186,0.095108,0.384021,9.744072,0.004897,-0.013562,-0.002780,-6.786485,-6.786485,-0.793041,1.846051
187,0.203674,0.314035,9.756634,0.003831,0.006679,0.017461,-6.786216,-6.786216,-0.787620,1.845440
188,0.182141,0.253920,9.806879,0.000635,0.000287,0.011069,-6.783733,-6.783733,-0.789713,1.844305
189,0.092416,0.367870,9.768297,0.005962,0.006679,0.013200,-6.781103,-6.781103,-0.790914,1.844770
190,0.093313,0.352617,9.730614,-0.006822,0.012005,0.004677,-6.780766,-6.780766,-0.786937,1.843469
191,0.079855,0.336467,9.806879,-0.001495,-0.001844,-0.005976,-6.782649,-6.782649,-0.784558,1.843901
192,0.109464,0.235078,9.735997,0.003831,0.009875,-0.001714,-6.781986,-6.781986,-0.782507,1.842099
193,0.199188,0.314035,9.771887,0.001701,0.006679,-0.003845,-6.786891,-6.786891,-0.779286,1.840671
194,0.114847,0.349925,9.786242,0.004897,0.000287,-0.011302,-6.788517,-6.788517,-0.777218,1.840934
195,0.163298,0.300577,9.790729,0.004897,0.012005,-0.000649,-6.787105,-6.787105,-0.777897,1.842489
196,0.142662,0.296091,9.749455,0.005962,0.003483,0.010004,-6.785480,-6.785480,-0.776303,1.842874
197,0.078060,0.270070,9.775476,0.011288,-0.003974,0.021722,-6.789056,-6.789056,-0.773959,1.841655
198,0.100491,0.550011,9.769195,0.012354,-0.005039,0.006808,-6.788420,-6.788420,-0.771374,1.840262
199,0.172271,0.393890,9.683060,-0.010018,-0.010366,0.003612,-6.789639,-6.789639,-0.771453,1.838474
200,0.116642,0.418116,9.819441,-0.030258,0.008809,0.006808,-6.789727,-6.789727,-0.769223,1.835870
201,0.196496,0.373254,9.738688,-0.021736,0.014136,0.002547,-6.788044,-6.788044,-0.769716,1.839270
202,0.173168,0.348131,9.823030,-0.002560,-0.003974,0.012134,-6.786167,-6.786167,-0.772531,1.841322
203,0.126511,0.314035,9.753044,0.005962,0.000287,-0.001714,-6.786363,-6.786363,-0.773877,1.842801
204,0.146251,0.327494,9.805982,0.010223,0.006679,0.014265,-6.783173,-6.783173,-0.773030,1.844333
205,0.093313,0.261995,9.790729,-0.004691,0.008809,-0.002780,-6.786079,-6.786079,-0.775442,1.843952
206,0.095108,0.289810,9.785345,0.003831,0.004548,0.014265,-6.783863,-6.783863,-0.773714,1.841319
207,0.234181,0.321213,9.727024,-0.005756,-0.002909,-0.001714,-6.784801,-6.784801,-0.776788,1.839287
208,0.244050,0.155223,9.738688,0.014484,-0.015692,-0.004910,-6.784661,-6.784661,-0.780434,1.840043
209,0.096902,0.470156,9.796112,-0.004691,0.017332,0.000416,-6.786145,-6.786145,-0.777312,1.841011
210,0.133689,0.277248,9.719847,-0.017475,0.002418,-0.008106,-6.787028,-6.787028,-0.777732,1.840195
211,0.098697,0.303269,9.767401,0.016615,-0.005039,-0.002780,-6.791314,-6.791314,-0.778406,1.840384
212,0.164196,0.278146,9.750353,-0.002560,0.008809,0.003612,-6.791327,-6.791327,-0.782690,1.839778
213,0.120231,0.309549,9.789831,-0.016409,-0.002909,-0.001714,-6.792752,-6.792752,-0.782334,1.839175
214,0.141765,0.345439,9.810468,0.000635,0.019462,0.006808,-6.793345,-6.793345,-0.781478,1.841260
215,0.165990,0.296091,9.809571,-0.012148,0.016266,-0.003845,-6.794093,-6.794093,-0.781143,1.839521
216,0.114847,0.330186,9.829310,0.021941,0.004548,0.006808,-6.792614,-6.792614,-0.783598,1.841705
217,0.136381,0.334672,9.760222,-0.015344,-0.002909,-0.015563,-6.794621,-6.794621,-0.782006,1.839212
218,0.104080,0.330186,9.767401,-0.002560,-0.000778,-0.007041,-6.794898,-6.794898,-0.783277,1.839715
219,0.138176,0.312241,9.796112,-0.018540,-0.000778,-0.004910,-6.795306,-6.795306,-0.780796,1.837068
220,0.113053,0.295193,9.841871,0.001701,0.003483,-0.020890,-6.798187,-6.798187,-0.779729,1.838614
221,0.126511,0.288015,9.813160,-0.004691,0.008809,0.001481,-6.796011,-6.796011,-0.779486,1.838507
222,0.081649,0.297885,9.813160,-0.007887,0.003483,-0.008106,-6.796853,-6.796853,-0.782376,1.838744
223,0.120231,0.270968,9.825721,0.012354,-0.002909,0.015330,-6.795742,-6.795742,-0.781423,1.839413
224,0.146251,0.316727,9.800598,0.001701,0.006679,0.005743,-6.794234,-6.794234,-0.779159,1.837184
225,0.110361,0.279940,9.811365,-0.004691,-0.002909,0.023853,-6.793360,-6.793360,-0.781750,1.833253
226,0.105875,0.261098,9.803290,0.003831,-0.012497,0.017461,-6.793479,-6.793479,-0.781423,1.832534
227,0.154326,0.310447,9.801496,0.014484,-0.012497,0.005743,-6.795141,-6.795141,-0.780333,1.833120
228,0.126511,0.373254,9.778168,0.003831,0.004548,0.006808,-6.793054,-6.793054,-0.779175,1.834704
229,0.110361,0.253920,9.793421,0.000635,0.013071,0.019592,-6.790596,-6.790596,-0.778810,1.835466
230,0.169579,0.297885,9.802393,0.001701,-0.005039,-0.012367,-6.790753,-6.790753,-0.780261,1.835269
231,0.139073,0.346336,9.798804,0.009158,0.000287,-0.013433,-6.792588,-6.792588,-0.780691,1.834880
232,0.164196,0.276351,9.701004,0.002766,0.006679,0.002547,-6.792874,-6.792874,-0.777835,1.834899
233,0.131895,0.313138,9.738688,0.000635,-0.005039,0.010004,-6.790828,-6.790828,-0.774933,1.835476
234,0.134587,0.329289,9.838283,0.011288,-0.006105,0.002547,-6.790765,-6.790765,-0.776236,1.836890
235,0.101389,0.282632,9.737791,0.011288,0.004548,0.011069,-6.792107,-6.792107,-0.775370,1.837935
236,0.139073,0.235078,9.823030,0.003831,-0.010366,0.018526,-6.793349,-6.793349,-0.776070,1.837094
237,0.190216,0.323905,9.809571,-0.003626,-0.014627,-0.004910,-6.794370,-6.794370,-0.777004,1.835966
238,0.098697,0.363384,9.787140,0.010223,-0.006105,-0.019824,-6.799463,-6.799463,-0.776071,1.837951
239,0.168682,0.297885,9.805084,-0.005756,0.002418,-0.013433,-6.799179,-6.799179,-0.773852,1.837312
240,0.123820,0.321213,9.853536,0.007027,0.022658,0.005743,-6.799092,-6.799092,-0.770220,1.838606
241,0.136381,0.307755,9.727024,0.013419,-0.015692,0.008939,-6.801375,-6.801375,-0.772403,1.840809
242,0.051143,0.289810,9.757530,0.008093,0.003483,0.002547,-6.803463,-6.803463,-0.768915,1.840135
243,0.112156,0.323905,9.818543,-0.003626,0.002418,-0.001714,-6.802864,-6.802864,-0.767720,1.841019
244,0.147148,0.311344,9.807776,0.002766,0.006679,0.005743,-6.801100,-6.801100,-0.765572,1.840305
245,0.174065,0.268276,9.791626,0.008093,-0.017823,-0.001714,-6.801069,-6.801069,-0.764498,1.838306
246,0.122922,0.355309,9.763811,0.009158,-0.006105,-0.004910,-6.801753,-6.801753,-0.763406,1.839613
